filename,start,end,primary_label,start_sec,end_sec,chunk_id,fold
BC2026_Train_0007_S09_20250829_000000.ogg,00:00:40,00:00:45,chacha1,40,45,BC2026_Train_0007_S09_20250829_000000_45,2
BC2026_Train_0007_S09_20250829_000000.ogg,00:00:50,00:00:55,plcjay1,50,55,BC2026_Train_0007_S09_20250829_000000_55,2
BC2026_Train_0007_S09_20250829_000000.ogg,00:00:55,00:01:00,grekis,55,60,BC2026_Train_0007_S09_20250829_000000_60,2
BC2026_Train_0018_S22_20211028_234500.ogg,00:00:00,00:00:05,22967;22973;517063;chacha1;trsowl,0,5,BC2026_Train_0018_S22_20211028_234500_5,1
BC2026_Train_0018_S22_20211028_234500.ogg,00:00:05,00:00:10,22967;22973;chacha1;litnig1;trsowl,5,10,BC2026_Train_0018_S22_20211028_234500_10,1
BC2026_Train_0018_S22_20211028_234500.ogg,00:00:10,00:00:15,22967;22973;litnig1,10,15,BC2026_Train_0018_S22_20211028_234500_15,1
BC2026_Train_0018_S22_20211028_234500.ogg,00:00:15,00:00:20,22967;22973;517063;litnig1;trsowl,15,20,BC2026_Train_0018_S22_20211028_234500_20,1
BC2026_Train_0018_S22_20211028_234500.ogg,00:00:20,00:00:25,22967;22973;517063;chacha1;litnig1,20,25,BC2026_Train_0018_S22_20211028_234500_25,1
BC2026_Train_0018_S22_20211028_234500.ogg,00:00:25,00:00:30,22967;22973;517063;litnig1,25,30,BC2026_Train_0018_S22_20211028_234500_30,1
BC2026_Train_0018_S22_20211028_234500.ogg,00:00:30,00:00:35,22967;22973;517063;trsowl,30,35,BC2026_Train_0018_S22_20211028_234500_35,1
BC2026_Train_0018_S22_20211028_234500.ogg,00:00:35,00:00:40,22967;22973;517063;trsowl,35,40,BC2026_Train_0018_S22_20211028_234500_40,1
BC2026_Train_0018_S22_20211028_234500.ogg,00:00:40,00:00:45,22967;22973;litnig1,40,45,BC2026_Train_0018_S22_20211028_234500_45,1
BC2026_Train_0018_S22_20211028_234500.ogg,00:00:45,00:00:50,22967;22973;trsowl,45,50,BC2026_Train_0018_S22_20211028_234500_50,1
BC2026_Train_0018_S22_20211028_234500.ogg,00:00:50,00:00:55,22967;22973;litnig1;trsowl,50,55,BC2026_Train_0018_S22_20211028_234500_55,1
BC2026_Train_0018_S22_20211028_234500.ogg,00:00:55,00:01:00,22967;22973;517063;litnig1,55,60,BC2026_Train_0018_S22_20211028_234500_60,1
BC2026_Train_0003_S08_20250607_070007.ogg,00:00:00,00:00:05,47158son08;47158son11;47158son17;47158son20;47158son25;chacha1,0,5,BC2026_Train_0003_S08_20250607_070007_5,1
BC2026_Train_0003_S08_20250607_070007.ogg,00:00:05,00:00:10,47158son08;47158son11;47158son17;47158son20;47158son25;chacha1,5,10,BC2026_Train_0003_S08_20250607_070007_10,1
BC2026_Train_0003_S08_20250607_070007.ogg,00:00:10,00:00:15,47158son08;47158son11;47158son17;47158son19;47158son20;47158son25;chacha1,10,15,BC2026_Train_0003_S08_20250607_070007_15,1
BC2026_Train_0003_S08_20250607_070007.ogg,00:00:15,00:00:20,47158son08;47158son11;47158son17;47158son19;47158son20;47158son25;chacha1,15,20,BC2026_Train_0003_S08_20250607_070007_20,1
BC2026_Train_0003_S08_20250607_070007.ogg,00:00:20,00:00:25,116570;47158son08;47158son11;47158son17;47158son20;47158son25,20,25,BC2026_Train_0003_S08_20250607_070007_25,1
BC2026_Train_0003_S08_20250607_070007.ogg,00:00:25,00:00:30,47158son08;47158son11;47158son17;47158son20;47158son25,25,30,BC2026_Train_0003_S08_20250607_070007_30,1
BC2026_Train_0003_S08_20250607_070007.ogg,00:00:30,00:00:35,47158son08;47158son11;47158son17;47158son20;47158son25;chacha1,30,35,BC2026_Train_0003_S08_20250607_070007_35,1
BC2026_Train_0003_S08_20250607_070007.ogg,00:00:35,00:00:40,47158son08;47158son11;47158son17;47158son19;47158son20;47158son25;chacha1,35,40,BC2026_Train_0003_S08_20250607_070007_40,1
BC2026_Train_0003_S08_20250607_070007.ogg,00:00:40,00:00:45,47158son08;47158son11;47158son17;47158son20;47158son25;chacha1,40,45,BC2026_Train_0003_S08_20250607_070007_45,1
BC2026_Train_0003_S08_20250607_070007.ogg,00:00:45,00:00:50,47158son08;47158son11;47158son17;47158son20;47158son25;chacha1,45,50,BC2026_Train_0003_S08_20250607_070007_50,1
BC2026_Train_0003_S08_20250607_070007.ogg,00:00:50,00:00:55,47158son08;47158son11;47158son17;47158son20;47158son25;chacha1,50,55,BC2026_Train_0003_S08_20250607_070007_55,1
BC2026_Train_0003_S08_20250607_070007.ogg,00:00:55,00:01:00,47158son08;47158son11;47158son17;47158son19;47158son20;47158son25;chacha1,55,60,BC2026_Train_0003_S08_20250607_070007_60,1
BC2026_Train_0033_S22_20211216_200000.ogg,00:00:00,00:00:05,23158;24321;555146;65380,0,5,BC2026_Train_0033_S22_20211216_200000_5,0
BC2026_Train_0033_S22_20211216_200000.ogg,00:00:05,00:00:10,23158;24321;555146;65380,5,10,BC2026_Train_0033_S22_20211216_200000_10,0
BC2026_Train_0033_S22_20211216_200000.ogg,00:00:10,00:00:15,23158;24321;65380,10,15,BC2026_Train_0033_S22_20211216_200000_15,0
BC2026_Train_0033_S22_20211216_200000.ogg,00:00:15,00:00:20,23158;24321;555146;65380,15,20,BC2026_Train_0033_S22_20211216_200000_20,0
BC2026_Train_0033_S22_20211216_200000.ogg,00:00:20,00:00:25,23158;24321;65380,20,25,BC2026_Train_0033_S22_20211216_200000_25,0
BC2026_Train_0033_S22_20211216_200000.ogg,00:00:25,00:00:30,23158;24321;555146;65380,25,30,BC2026_Train_0033_S22_20211216_200000_30,0
BC2026_Train_0033_S22_20211216_200000.ogg,00:00:30,00:00:35,23158;24321;555146;65380,30,35,BC2026_Train_0033_S22_20211216_200000_35,0
BC2026_Train_0033_S22_20211216_200000.ogg,00:00:35,00:00:40,23158;24321;65380,35,40,BC2026_Train_0033_S22_20211216_200000_40,0
BC2026_Train_0033_S22_20211216_200000.ogg,00:00:40,00:00:45,23158;24321;65380,40,45,BC2026_Train_0033_S22_20211216_200000_45,0
BC2026_Train_0033_S22_20211216_200000.ogg,00:00:45,00:00:50,23158;24321;65380,45,50,BC2026_Train_0033_S22_20211216_200000_50,0
BC2026_Train_0033_S22_20211216_200000.ogg,00:00:50,00:00:55,23158;24321;517063;65380,50,55,BC2026_Train_0033_S22_20211216_200000_55,0
BC2026_Train_0033_S22_20211216_200000.ogg,00:00:55,00:01:00,23158;24321;517063;555146;65380,55,60,BC2026_Train_0033_S22_20211216_200000_60,0
BC2026_Train_0028_S22_20211129_190000.ogg,00:00:00,00:00:05,1491113;22967;22973;23158,0,5,BC2026_Train_0028_S22_20211129_190000_5,2
BC2026_Train_0028_S22_20211129_190000.ogg,00:00:05,00:00:10,1491113;22967;22973;23158,5,10,BC2026_Train_0028_S22_20211129_190000_10,2
BC2026_Train_0028_S22_20211129_190000.ogg,00:00:10,00:00:15,1491113;22967;22973;23158,10,15,BC2026_Train_0028_S22_20211129_190000_15,2
BC2026_Train_0028_S22_20211129_190000.ogg,00:00:15,00:00:20,1491113;22967;22973;23158,15,20,BC2026_Train_0028_S22_20211129_190000_20,2
BC2026_Train_0028_S22_20211129_190000.ogg,00:00:20,00:00:25,1491113;22967;22973;23158,20,25,BC2026_Train_0028_S22_20211129_190000_25,2
BC2026_Train_0028_S22_20211129_190000.ogg,00:00:25,00:00:30,1491113;22967;22973;23158,25,30,BC2026_Train_0028_S22_20211129_190000_30,2
BC2026_Train_0028_S22_20211129_190000.ogg,00:00:30,00:00:35,1491113;22967;22973;23158,30,35,BC2026_Train_0028_S22_20211129_190000_35,2
BC2026_Train_0028_S22_20211129_190000.ogg,00:00:35,00:00:40,1491113;22967;22973;23158,35,40,BC2026_Train_0028_S22_20211129_190000_40,2
BC2026_Train_0028_S22_20211129_190000.ogg,00:00:40,00:00:45,1491113;22967;22973;23158,40,45,BC2026_Train_0028_S22_20211129_190000_45,2
BC2026_Train_0028_S22_20211129_190000.ogg,00:00:45,00:00:50,1491113;22967;22973;23158,45,50,BC2026_Train_0028_S22_20211129_190000_50,2
BC2026_Train_0028_S22_20211129_190000.ogg,00:00:50,00:00:55,1491113;22967;22973;23158,50,55,BC2026_Train_0028_S22_20211129_190000_55,2
BC2026_Train_0028_S22_20211129_190000.ogg,00:00:55,00:01:00,1491113;22967;22973;23158,55,60,BC2026_Train_0028_S22_20211129_190000_60,2
BC2026_Train_0001_S08_20250606_030007.ogg,00:00:00,00:00:05,47158son13;47158son17;47158son22;47158son23;47158son25,0,5,BC2026_Train_0001_S08_20250606_030007_5,2
BC2026_Train_0001_S08_20250606_030007.ogg,00:00:05,00:00:10,47158son13;47158son17;47158son21;47158son22;47158son23;47158son25,5,10,BC2026_Train_0001_S08_20250606_030007_10,2
BC2026_Train_0001_S08_20250606_030007.ogg,00:00:10,00:00:15,47158son13;47158son17;47158son21;47158son22;47158son23;47158son25,10,15,BC2026_Train_0001_S08_20250606_030007_15,2
BC2026_Train_0001_S08_20250606_030007.ogg,00:00:15,00:00:20,47158son13;47158son17;47158son21;47158son22;47158son23;47158son25,15,20,BC2026_Train_0001_S08_20250606_030007_20,2
BC2026_Train_0001_S08_20250606_030007.ogg,00:00:20,00:00:25,47158son10;47158son13;47158son17;47158son21;47158son22;47158son23;47158son25,20,25,BC2026_Train_0001_S08_20250606_030007_25,2
BC2026_Train_0001_S08_20250606_030007.ogg,00:00:25,00:00:30,47158son10;47158son13;47158son17;47158son21;47158son22;47158son23;47158son25,25,30,BC2026_Train_0001_S08_20250606_030007_30,2
BC2026_Train_0001_S08_20250606_030007.ogg,00:00:30,00:00:35,47158son10;47158son13;47158son17;47158son21;47158son22;47158son23;47158son25,30,35,BC2026_Train_0001_S08_20250606_030007_35,2
BC2026_Train_0001_S08_20250606_030007.ogg,00:00:35,00:00:40,47158son10;47158son13;47158son17;47158son21;47158son22;47158son23;47158son25,35,40,BC2026_Train_0001_S08_20250606_030007_40,2
BC2026_Train_0001_S08_20250606_030007.ogg,00:00:40,00:00:45,47158son10;47158son13;47158son17;47158son21;47158son22;47158son23;47158son25,40,45,BC2026_Train_0001_S08_20250606_030007_45,2
BC2026_Train_0001_S08_20250606_030007.ogg,00:00:45,00:00:50,47158son10;47158son13;47158son17;47158son21;47158son22;47158son23;47158son25,45,50,BC2026_Train_0001_S08_20250606_030007_50,2
BC2026_Train_0001_S08_20250606_030007.ogg,00:00:50,00:00:55,116570;47158son10;47158son13;47158son17;47158son21;47158son22;47158son23;47158son25,50,55,BC2026_Train_0001_S08_20250606_030007_55,2
BC2026_Train_0001_S08_20250606_030007.ogg,00:00:55,00:01:00,116570;47158son05;47158son10;47158son13;47158son17;47158son21;47158son22;47158son23;47158son25,55,60,BC2026_Train_0001_S08_20250606_030007_60,2
BC2026_Train_0025_S22_20211127_024500.ogg,00:00:00,00:00:05,22967;22973;517063;65380;redjun,0,5,BC2026_Train_0025_S22_20211127_024500_5,1
BC2026_Train_0025_S22_20211127_024500.ogg,00:00:05,00:00:10,22967;517063;65380,5,10,BC2026_Train_0025_S22_20211127_024500_10,1
BC2026_Train_0025_S22_20211127_024500.ogg,00:00:10,00:00:15,22967;517063;65380;redjun,10,15,BC2026_Train_0025_S22_20211127_024500_15,1
BC2026_Train_0025_S22_20211127_024500.ogg,00:00:15,00:00:20,22967;22973;517063;65380;redjun;undtin1,15,20,BC2026_Train_0025_S22_20211127_024500_20,1
BC2026_Train_0025_S22_20211127_024500.ogg,00:00:20,00:00:25,22967;517063;65380;redjun;undtin1,20,25,BC2026_Train_0025_S22_20211127_024500_25,1
BC2026_Train_0025_S22_20211127_024500.ogg,00:00:25,00:00:30,22967;517063;65380,25,30,BC2026_Train_0025_S22_20211127_024500_30,1
BC2026_Train_0025_S22_20211127_024500.ogg,00:00:30,00:00:35,22967;22973;517063;65380,30,35,BC2026_Train_0025_S22_20211127_024500_35,1
BC2026_Train_0025_S22_20211127_024500.ogg,00:00:35,00:00:40,22967;22973;517063;65380;undtin1,35,40,BC2026_Train_0025_S22_20211127_024500_40,1
BC2026_Train_0025_S22_20211127_024500.ogg,00:00:40,00:00:45,22967;22973;517063;65380;redjun,40,45,BC2026_Train_0025_S22_20211127_024500_45,1
BC2026_Train_0025_S22_20211127_024500.ogg,00:00:45,00:00:50,22967;22973;517063;65380,45,50,BC2026_Train_0025_S22_20211127_024500_50,1
BC2026_Train_0025_S22_20211127_024500.ogg,00:00:50,00:00:55,22967;22973;517063;65380;redjun;undtin1,50,55,BC2026_Train_0025_S22_20211127_024500_55,1
BC2026_Train_0025_S22_20211127_024500.ogg,00:00:55,00:01:00,22967;22973;517063;65380,55,60,BC2026_Train_0025_S22_20211127_024500_60,1
BC2026_Train_0035_S22_20211223_213000.ogg,00:00:00,00:00:05,23158;24279;24321;65380,0,5,BC2026_Train_0035_S22_20211223_213000_5,1
BC2026_Train_0035_S22_20211223_213000.ogg,00:00:05,00:00:10,23158;24279;24321;65380,5,10,BC2026_Train_0035_S22_20211223_213000_10,1
BC2026_Train_0035_S22_20211223_213000.ogg,00:00:10,00:00:15,23158;24279;24321;65380;66971,10,15,BC2026_Train_0035_S22_20211223_213000_15,1
BC2026_Train_0035_S22_20211223_213000.ogg,00:00:15,00:00:20,23158;24279;24321;65380;66971,15,20,BC2026_Train_0035_S22_20211223_213000_20,1
BC2026_Train_0035_S22_20211223_213000.ogg,00:00:20,00:00:25,23158;24279;24321;65380;66971,20,25,BC2026_Train_0035_S22_20211223_213000_25,1
BC2026_Train_0035_S22_20211223_213000.ogg,00:00:25,00:00:30,23158;24279;24321;65380;66971,25,30,BC2026_Train_0035_S22_20211223_213000_30,1
BC2026_Train_0035_S22_20211223_213000.ogg,00:00:30,00:00:35,23158;24279;24321;65380;66971,30,35,BC2026_Train_0035_S22_20211223_213000_35,1
BC2026_Train_0035_S22_20211223_213000.ogg,00:00:35,00:00:40,23158;24279;24321;65380;66971,35,40,BC2026_Train_0035_S22_20211223_213000_40,1
BC2026_Train_0035_S22_20211223_213000.ogg,00:00:40,00:00:45,23158;24279;24321;65380;66971,40,45,BC2026_Train_0035_S22_20211223_213000_45,1
BC2026_Train_0035_S22_20211223_213000.ogg,00:00:45,00:00:50,23158;24279;24321;65380;66971,45,50,BC2026_Train_0035_S22_20211223_213000_50,1
BC2026_Train_0035_S22_20211223_213000.ogg,00:00:50,00:00:55,23158;24279;24321;65380;66971,50,55,BC2026_Train_0035_S22_20211223_213000_55,1
BC2026_Train_0035_S22_20211223_213000.ogg,00:00:55,00:01:00,23158;24279;24321;65380;66971,55,60,BC2026_Train_0035_S22_20211223_213000_60,1
BC2026_Train_0034_S22_20211222_013000.ogg,00:00:00,00:00:05,23158;24279;24321;25092;517063;65380,0,5,BC2026_Train_0034_S22_20211222_013000_5,2
BC2026_Train_0034_S22_20211222_013000.ogg,00:00:05,00:00:10,23158;24279;25092;517063;65380,5,10,BC2026_Train_0034_S22_20211222_013000_10,2
BC2026_Train_0034_S22_20211222_013000.ogg,00:00:10,00:00:15,23158;24279;25092;517063;65380,10,15,BC2026_Train_0034_S22_20211222_013000_15,2
BC2026_Train_0034_S22_20211222_013000.ogg,00:00:15,00:00:20,23158;24279;517063;65380;66971,15,20,BC2026_Train_0034_S22_20211222_013000_20,2
BC2026_Train_0034_S22_20211222_013000.ogg,00:00:20,00:00:25,23158;24279;517063;65380;66971,20,25,BC2026_Train_0034_S22_20211222_013000_25,2
BC2026_Train_0034_S22_20211222_013000.ogg,00:00:25,00:00:30,23158;24279;25092;517063;65380,25,30,BC2026_Train_0034_S22_20211222_013000_30,2
BC2026_Train_0034_S22_20211222_013000.ogg,00:00:30,00:00:35,23158;24279;25092;517063;65380,30,35,BC2026_Train_0034_S22_20211222_013000_35,2
BC2026_Train_0034_S22_20211222_013000.ogg,00:00:35,00:00:40,23158;24279;25092;517063,35,40,BC2026_Train_0034_S22_20211222_013000_40,2
BC2026_Train_0034_S22_20211222_013000.ogg,00:00:40,00:00:45,23158;24279;25092;517063,40,45,BC2026_Train_0034_S22_20211222_013000_45,2
BC2026_Train_0034_S22_20211222_013000.ogg,00:00:45,00:00:50,23158;24279;24321;25092;517063,45,50,BC2026_Train_0034_S22_20211222_013000_50,2
BC2026_Train_0034_S22_20211222_013000.ogg,00:00:50,00:00:55,23158;24279;24321;25092;517063,50,55,BC2026_Train_0034_S22_20211222_013000_55,2
BC2026_Train_0034_S22_20211222_013000.ogg,00:00:55,00:01:00,23158;24279;24321;25092;517063,55,60,BC2026_Train_0034_S22_20211222_013000_60,2
BC2026_Train_0040_S22_20220101_014500.ogg,00:00:00,00:00:05,22961;23158;24279;517063;555146;65380,0,5,BC2026_Train_0040_S22_20220101_014500_5,2
BC2026_Train_0040_S22_20220101_014500.ogg,00:00:05,00:00:10,22961;23158;24279;517063;555146;65380,5,10,BC2026_Train_0040_S22_20220101_014500_10,2
BC2026_Train_0040_S22_20220101_014500.ogg,00:00:10,00:00:15,22961;23158;24279;517063;555146;65380,10,15,BC2026_Train_0040_S22_20220101_014500_15,2
BC2026_Train_0040_S22_20220101_014500.ogg,00:00:15,00:00:20,22961;23158;24279;517063;555146;65380,15,20,BC2026_Train_0040_S22_20220101_014500_20,2
BC2026_Train_0040_S22_20220101_014500.ogg,00:00:20,00:00:25,22961;23158;24279;517063;555146;65380,20,25,BC2026_Train_0040_S22_20220101_014500_25,2
BC2026_Train_0040_S22_20220101_014500.ogg,00:00:25,00:00:30,22961;23158;24279;517063;555146;65380,25,30,BC2026_Train_0040_S22_20220101_014500_30,2
BC2026_Train_0040_S22_20220101_014500.ogg,00:00:30,00:00:35,22961;23158;24279;517063;555146;65380,30,35,BC2026_Train_0040_S22_20220101_014500_35,2
BC2026_Train_0040_S22_20220101_014500.ogg,00:00:35,00:00:40,22961;23158;24279;517063;555146;65380,35,40,BC2026_Train_0040_S22_20220101_014500_40,2
BC2026_Train_0040_S22_20220101_014500.ogg,00:00:40,00:00:45,22961;23158;24279;517063;555146;65380,40,45,BC2026_Train_0040_S22_20220101_014500_45,2
BC2026_Train_0040_S22_20220101_014500.ogg,00:00:45,00:00:50,22961;23158;24279;517063;555146;65380,45,50,BC2026_Train_0040_S22_20220101_014500_50,2
BC2026_Train_0040_S22_20220101_014500.ogg,00:00:50,00:00:55,22961;23158;24279;517063;555146;65380,50,55,BC2026_Train_0040_S22_20220101_014500_55,2
BC2026_Train_0040_S22_20220101_014500.ogg,00:00:55,00:01:00,22961;23158;24279;517063;555146;65380,55,60,BC2026_Train_0040_S22_20220101_014500_60,2
BC2026_Train_0052_S22_20220210_210000.ogg,00:00:00,00:00:05,24321;555146;65380,0,5,BC2026_Train_0052_S22_20220210_210000_5,2
BC2026_Train_0052_S22_20220210_210000.ogg,00:00:05,00:00:10,24279;24321;555146;65380,5,10,BC2026_Train_0052_S22_20220210_210000_10,2
BC2026_Train_0052_S22_20220210_210000.ogg,00:00:10,00:00:15,24279;24321;517063;555146;65380,10,15,BC2026_Train_0052_S22_20220210_210000_15,2
BC2026_Train_0052_S22_20220210_210000.ogg,00:00:15,00:00:20,24279;24321;555146;65380,15,20,BC2026_Train_0052_S22_20220210_210000_20,2
BC2026_Train_0052_S22_20220210_210000.ogg,00:00:20,00:00:25,24279;24321;555146;65380;66971,20,25,BC2026_Train_0052_S22_20220210_210000_25,2
BC2026_Train_0052_S22_20220210_210000.ogg,00:00:25,00:00:30,24279;24321;555146;65380;66971,25,30,BC2026_Train_0052_S22_20220210_210000_30,2
BC2026_Train_0052_S22_20220210_210000.ogg,00:00:30,00:00:35,24279;24321;555146;65380;66971,30,35,BC2026_Train_0052_S22_20220210_210000_35,2
BC2026_Train_0052_S22_20220210_210000.ogg,00:00:35,00:00:40,24279;24321;555146;65380;66971,35,40,BC2026_Train_0052_S22_20220210_210000_40,2
BC2026_Train_0052_S22_20220210_210000.ogg,00:00:40,00:00:45,24279;24321;555146;65380;66971,40,45,BC2026_Train_0052_S22_20220210_210000_45,2
BC2026_Train_0052_S22_20220210_210000.ogg,00:00:45,00:00:50,24279;24321;555146;65380;66971,45,50,BC2026_Train_0052_S22_20220210_210000_50,2
BC2026_Train_0052_S22_20220210_210000.ogg,00:00:50,00:00:55,24279;24321;555146;65380;66971,50,55,BC2026_Train_0052_S22_20220210_210000_55,2
BC2026_Train_0052_S22_20220210_210000.ogg,00:00:55,00:01:00,24279;24321;555146;65380;66971,55,60,BC2026_Train_0052_S22_20220210_210000_60,2
BC2026_Train_0059_S15_20250617_060200.ogg,00:00:00,00:00:05,47158son07;bufpar;chacha1;chvcon1;whtdov,0,5,BC2026_Train_0059_S15_20250617_060200_5,1
BC2026_Train_0059_S15_20250617_060200.ogg,00:00:05,00:00:10,47158son07;bufpar;chacha1;chvcon1;whtdov,5,10,BC2026_Train_0059_S15_20250617_060200_10,1
BC2026_Train_0059_S15_20250617_060200.ogg,00:00:10,00:00:15,47158son07;chacha1;chvcon1;orwpar;whtdov,10,15,BC2026_Train_0059_S15_20250617_060200_15,1
BC2026_Train_0059_S15_20250617_060200.ogg,00:00:15,00:00:20,47158son07;chacha1;chvcon1;whtdov,15,20,BC2026_Train_0059_S15_20250617_060200_20,1
BC2026_Train_0059_S15_20250617_060200.ogg,00:00:20,00:00:25,47158son07;chacha1;chvcon1;whtdov,20,25,BC2026_Train_0059_S15_20250617_060200_25,1
BC2026_Train_0059_S15_20250617_060200.ogg,00:00:25,00:00:30,47158son07;chacha1;chvcon1;whtdov,25,30,BC2026_Train_0059_S15_20250617_060200_30,1
BC2026_Train_0059_S15_20250617_060200.ogg,00:00:30,00:00:35,47158son07;chacha1;chvcon1;whtdov,30,35,BC2026_Train_0059_S15_20250617_060200_35,1
BC2026_Train_0059_S15_20250617_060200.ogg,00:00:35,00:00:40,47158son07;chacha1;chvcon1;purjay1;whtdov,35,40,BC2026_Train_0059_S15_20250617_060200_40,1
BC2026_Train_0059_S15_20250617_060200.ogg,00:00:40,00:00:45,47158son07;chacha1;chvcon1;purjay1;undtin1;whtdov,40,45,BC2026_Train_0059_S15_20250617_060200_45,1
BC2026_Train_0059_S15_20250617_060200.ogg,00:00:45,00:00:50,47158son07;chacha1;chvcon1;whtdov,45,50,BC2026_Train_0059_S15_20250617_060200_50,1
BC2026_Train_0059_S15_20250617_060200.ogg,00:00:50,00:00:55,47158son07;chacha1;chvcon1;purjay1;whtdov,50,55,BC2026_Train_0059_S15_20250617_060200_55,1
BC2026_Train_0059_S15_20250617_060200.ogg,00:00:55,00:01:00,47158son07;chacha1;chvcon1;purjay1;whtdov,55,60,BC2026_Train_0059_S15_20250617_060200_60,1
BC2026_Train_0042_S22_20220106_210000.ogg,00:00:00,00:00:05,23158;24279;24321;555146;65380;66971,0,5,BC2026_Train_0042_S22_20220106_210000_5,0
BC2026_Train_0042_S22_20220106_210000.ogg,00:00:05,00:00:10,23158;24279;24321;555146;65380;66971,5,10,BC2026_Train_0042_S22_20220106_210000_10,0
BC2026_Train_0042_S22_20220106_210000.ogg,00:00:10,00:00:15,23158;24279;24321;555146;65380;66971,10,15,BC2026_Train_0042_S22_20220106_210000_15,0
BC2026_Train_0042_S22_20220106_210000.ogg,00:00:15,00:00:20,23158;24279;24321;555146;65380;66971,15,20,BC2026_Train_0042_S22_20220106_210000_20,0
BC2026_Train_0042_S22_20220106_210000.ogg,00:00:20,00:00:25,23158;24279;24321;555146;65380;66971,20,25,BC2026_Train_0042_S22_20220106_210000_25,0
BC2026_Train_0042_S22_20220106_210000.ogg,00:00:25,00:00:30,23158;24279;24321;555146;65380;66971,25,30,BC2026_Train_0042_S22_20220106_210000_30,0
BC2026_Train_0042_S22_20220106_210000.ogg,00:00:30,00:00:35,23158;24279;24321;555146;65380;66971,30,35,BC2026_Train_0042_S22_20220106_210000_35,0
BC2026_Train_0042_S22_20220106_210000.ogg,00:00:35,00:00:40,23158;24279;24321;555146;65380;66971,35,40,BC2026_Train_0042_S22_20220106_210000_40,0
BC2026_Train_0042_S22_20220106_210000.ogg,00:00:40,00:00:45,23158;24279;24321;555146;65380;66971,40,45,BC2026_Train_0042_S22_20220106_210000_45,0
BC2026_Train_0042_S22_20220106_210000.ogg,00:00:45,00:00:50,23158;24279;24321;555146;65380;66971,45,50,BC2026_Train_0042_S22_20220106_210000_50,0
BC2026_Train_0042_S22_20220106_210000.ogg,00:00:50,00:00:55,23158;24279;24321;555146;65380;66971,50,55,BC2026_Train_0042_S22_20220106_210000_55,0
BC2026_Train_0042_S22_20220106_210000.ogg,00:00:55,00:01:00,23158;24279;24321;555146;65380;66971,55,60,BC2026_Train_0042_S22_20220106_210000_60,0
BC2026_Train_0024_S22_20211123_004500.ogg,00:00:00,00:00:05,22967;47144;undtin1,0,5,BC2026_Train_0024_S22_20211123_004500_5,2
BC2026_Train_0024_S22_20211123_004500.ogg,00:00:05,00:00:10,22967;47144;undtin1,5,10,BC2026_Train_0024_S22_20211123_004500_10,2
BC2026_Train_0024_S22_20211123_004500.ogg,00:00:10,00:00:15,22967;47144;compau;undtin1,10,15,BC2026_Train_0024_S22_20211123_004500_15,2
BC2026_Train_0024_S22_20211123_004500.ogg,00:00:15,00:00:20,22967;compau,15,20,BC2026_Train_0024_S22_20211123_004500_20,2
BC2026_Train_0024_S22_20211123_004500.ogg,00:00:20,00:00:25,22967;compau;undtin1,20,25,BC2026_Train_0024_S22_20211123_004500_25,2
BC2026_Train_0024_S22_20211123_004500.ogg,00:00:25,00:00:30,47144;compau;compot1;undtin1,25,30,BC2026_Train_0024_S22_20211123_004500_30,2
BC2026_Train_0024_S22_20211123_004500.ogg,00:00:30,00:00:35,22967;24279;47144;compau;compot1,30,35,BC2026_Train_0024_S22_20211123_004500_35,2
BC2026_Train_0024_S22_20211123_004500.ogg,00:00:35,00:00:40,1491113;22967;compau,35,40,BC2026_Train_0024_S22_20211123_004500_40,2
BC2026_Train_0024_S22_20211123_004500.ogg,00:00:40,00:00:45,1491113;24279;47144;compau;undtin1,40,45,BC2026_Train_0024_S22_20211123_004500_45,2
BC2026_Train_0024_S22_20211123_004500.ogg,00:00:45,00:00:50,1491113;22967;24279;517063,45,50,BC2026_Train_0024_S22_20211123_004500_50,2
BC2026_Train_0024_S22_20211123_004500.ogg,00:00:50,00:00:55,1491113;22967;47144;compau,50,55,BC2026_Train_0024_S22_20211123_004500_55,2
BC2026_Train_0024_S22_20211123_004500.ogg,00:00:55,00:01:00,1491113;22967;47144;517063;compot1,55,60,BC2026_Train_0024_S22_20211123_004500_60,2
BC2026_Train_0029_S22_20211211_023000.ogg,00:00:00,00:00:05,517063;litnig1;undtin1,0,5,BC2026_Train_0029_S22_20211211_023000_5,1
BC2026_Train_0029_S22_20211211_023000.ogg,00:00:05,00:00:10,517063;trsowl;undtin1,5,10,BC2026_Train_0029_S22_20211211_023000_10,1
BC2026_Train_0029_S22_20211211_023000.ogg,00:00:10,00:00:15,517063;litnig1,10,15,BC2026_Train_0029_S22_20211211_023000_15,1
BC2026_Train_0029_S22_20211211_023000.ogg,00:00:15,00:00:20,517063;undtin1,15,20,BC2026_Train_0029_S22_20211211_023000_20,1
BC2026_Train_0029_S22_20211211_023000.ogg,00:00:20,00:00:25,517063,20,25,BC2026_Train_0029_S22_20211211_023000_25,1
BC2026_Train_0029_S22_20211211_023000.ogg,00:00:25,00:00:30,517063,25,30,BC2026_Train_0029_S22_20211211_023000_30,1
BC2026_Train_0029_S22_20211211_023000.ogg,00:00:30,00:00:35,517063;trsowl;undtin1,30,35,BC2026_Train_0029_S22_20211211_023000_35,1
BC2026_Train_0029_S22_20211211_023000.ogg,00:00:35,00:00:40,517063,35,40,BC2026_Train_0029_S22_20211211_023000_40,1
