filename,start,end,primary_label,source_type,audio_path,fold
BC2026_Train_0013_S13_20220217_233000.ogg,45,50,1491113,original,data/train_soundscapes_upsampled/BC2026_Train_0013_S13_20220217_233000_45_50.ogg,2
BC2026_Train_0013_S13_20220217_233000.ogg,50,55,1491113,original,data/train_soundscapes_upsampled/BC2026_Train_0013_S13_20220217_233000_50_55.ogg,2
BC2026_Train_0013_S13_20220217_233000.ogg,55,60,1491113,original,data/train_soundscapes_upsampled/BC2026_Train_0013_S13_20220217_233000_55_60.ogg,2
BC2026_Train_0031_S22_20211214_204500.ogg,0,5,23158;24321;25092;65380;66971,original,data/train_soundscapes_upsampled/BC2026_Train_0031_S22_20211214_204500_0_5.ogg,2
BC2026_Train_0031_S22_20211214_204500.ogg,5,10,23158;24321;25092;65380;66971,original,data/train_soundscapes_upsampled/BC2026_Train_0031_S22_20211214_204500_5_10.ogg,2
BC2026_Train_0031_S22_20211214_204500.ogg,10,15,23158;24321;25092;65380;66971,original,data/train_soundscapes_upsampled/BC2026_Train_0031_S22_20211214_204500_10_15.ogg,2
BC2026_Train_0031_S22_20211214_204500.ogg,15,20,23158;24321;25092;65380;66971,original,data/train_soundscapes_upsampled/BC2026_Train_0031_S22_20211214_204500_15_20.ogg,2
BC2026_Train_0031_S22_20211214_204500.ogg,20,25,23158;24321;25092;65380;66971,original,data/train_soundscapes_upsampled/BC2026_Train_0031_S22_20211214_204500_20_25.ogg,2
BC2026_Train_0031_S22_20211214_204500.ogg,25,30,23158;24321;25092;65380;66971,original,data/train_soundscapes_upsampled/BC2026_Train_0031_S22_20211214_204500_25_30.ogg,2
BC2026_Train_0031_S22_20211214_204500.ogg,30,35,23158;24321;25092;65380;66971,original,data/train_soundscapes_upsampled/BC2026_Train_0031_S22_20211214_204500_30_35.ogg,2
BC2026_Train_0031_S22_20211214_204500.ogg,35,40,23158;24321;25092;65380;66971,original,data/train_soundscapes_upsampled/BC2026_Train_0031_S22_20211214_204500_35_40.ogg,2
BC2026_Train_0031_S22_20211214_204500.ogg,40,45,23158;24321;25092;65380;66971,original,data/train_soundscapes_upsampled/BC2026_Train_0031_S22_20211214_204500_40_45.ogg,2
BC2026_Train_0031_S22_20211214_204500.ogg,45,50,23158;24321;25092;65380;66971,original,data/train_soundscapes_upsampled/BC2026_Train_0031_S22_20211214_204500_45_50.ogg,2
BC2026_Train_0031_S22_20211214_204500.ogg,50,55,23158;24321;25092;65380;66971,original,data/train_soundscapes_upsampled/BC2026_Train_0031_S22_20211214_204500_50_55.ogg,2
BC2026_Train_0031_S22_20211214_204500.ogg,55,60,23158;24321;25092;65380;66971,original,data/train_soundscapes_upsampled/BC2026_Train_0031_S22_20211214_204500_55_60.ogg,2
BC2026_Train_0051_S22_20220208_231500.ogg,0,5,22967;22973;23158;517063;555146;65380;undtin1,original,data/train_soundscapes_upsampled/BC2026_Train_0051_S22_20220208_231500_0_5.ogg,2
BC2026_Train_0051_S22_20220208_231500.ogg,5,10,22967;22973;24279;517063;555146;65380;66971,original,data/train_soundscapes_upsampled/BC2026_Train_0051_S22_20220208_231500_5_10.ogg,2
BC2026_Train_0051_S22_20220208_231500.ogg,10,15,22967;22973;24279;517063;555146;65380;66971,original,data/train_soundscapes_upsampled/BC2026_Train_0051_S22_20220208_231500_10_15.ogg,2
BC2026_Train_0051_S22_20220208_231500.ogg,15,20,22967;22973;24279;517063;555146;65380;66971,original,data/train_soundscapes_upsampled/BC2026_Train_0051_S22_20220208_231500_15_20.ogg,2
BC2026_Train_0051_S22_20220208_231500.ogg,20,25,22967;22973;23158;24279;517063;555146;65380;66971,original,data/train_soundscapes_upsampled/BC2026_Train_0051_S22_20220208_231500_20_25.ogg,2
BC2026_Train_0051_S22_20220208_231500.ogg,25,30,22967;22973;23158;24279;517063;555146;65380;66971,original,data/train_soundscapes_upsampled/BC2026_Train_0051_S22_20220208_231500_25_30.ogg,2
BC2026_Train_0051_S22_20220208_231500.ogg,30,35,22967;22973;24279;517063;555146;65380;66971,original,data/train_soundscapes_upsampled/BC2026_Train_0051_S22_20220208_231500_30_35.ogg,2
BC2026_Train_0051_S22_20220208_231500.ogg,35,40,22967;22973;23158;517063;555146;65380;66971,original,data/train_soundscapes_upsampled/BC2026_Train_0051_S22_20220208_231500_35_40.ogg,2
BC2026_Train_0051_S22_20220208_231500.ogg,40,45,22967;22973;517063;555146;65380;66971;trsowl,original,data/train_soundscapes_upsampled/BC2026_Train_0051_S22_20220208_231500_40_45.ogg,2
BC2026_Train_0051_S22_20220208_231500.ogg,45,50,22967;22973;23158;517063;555146;65380;66971,original,data/train_soundscapes_upsampled/BC2026_Train_0051_S22_20220208_231500_45_50.ogg,2
BC2026_Train_0051_S22_20220208_231500.ogg,50,55,22967;22973;517063;555146;65380;66971;trsowl,original,data/train_soundscapes_upsampled/BC2026_Train_0051_S22_20220208_231500_50_55.ogg,2
BC2026_Train_0051_S22_20220208_231500.ogg,55,60,22967;22973;23158;517063;555146;65380;66971,original,data/train_soundscapes_upsampled/BC2026_Train_0051_S22_20220208_231500_55_60.ogg,2
BC2026_Train_0026_S22_20211128_004500.ogg,15,20,compau,original,data/train_soundscapes_upsampled/BC2026_Train_0026_S22_20211128_004500_15_20.ogg,2
BC2026_Train_0026_S22_20211128_004500.ogg,20,25,517063,original,data/train_soundscapes_upsampled/BC2026_Train_0026_S22_20211128_004500_20_25.ogg,2
BC2026_Train_0026_S22_20211128_004500.ogg,25,30,517063,original,data/train_soundscapes_upsampled/BC2026_Train_0026_S22_20211128_004500_25_30.ogg,2
BC2026_Train_0026_S22_20211128_004500.ogg,30,35,555146,original,data/train_soundscapes_upsampled/BC2026_Train_0026_S22_20211128_004500_30_35.ogg,2
BC2026_Train_0026_S22_20211128_004500.ogg,35,40,22973;555146,original,data/train_soundscapes_upsampled/BC2026_Train_0026_S22_20211128_004500_35_40.ogg,2
BC2026_Train_0026_S22_20211128_004500.ogg,40,45,555146,original,data/train_soundscapes_upsampled/BC2026_Train_0026_S22_20211128_004500_40_45.ogg,2
BC2026_Train_0026_S22_20211128_004500.ogg,45,50,517063;555146,original,data/train_soundscapes_upsampled/BC2026_Train_0026_S22_20211128_004500_45_50.ogg,2
BC2026_Train_0026_S22_20211128_004500.ogg,50,55,555146,original,data/train_soundscapes_upsampled/BC2026_Train_0026_S22_20211128_004500_50_55.ogg,2
BC2026_Train_0026_S22_20211128_004500.ogg,55,60,517063;555146,original,data/train_soundscapes_upsampled/BC2026_Train_0026_S22_20211128_004500_55_60.ogg,2
BC2026_Train_0062_S19_20241213_193000.ogg,0,5,22967;47158son01;47158son03;47158son11;47158son12;47158son24;517063,original,data/train_soundscapes_upsampled/BC2026_Train_0062_S19_20241213_193000_0_5.ogg,1
BC2026_Train_0062_S19_20241213_193000.ogg,5,10,22967;47158son01;47158son03;47158son11;47158son12;47158son24;517063,original,data/train_soundscapes_upsampled/BC2026_Train_0062_S19_20241213_193000_5_10.ogg,1
BC2026_Train_0062_S19_20241213_193000.ogg,10,15,22967;47158son01;47158son03;47158son11;47158son12;47158son24,original,data/train_soundscapes_upsampled/BC2026_Train_0062_S19_20241213_193000_10_15.ogg,1
BC2026_Train_0062_S19_20241213_193000.ogg,15,20,22967;22973;47158son01;47158son11;47158son24;517063,original,data/train_soundscapes_upsampled/BC2026_Train_0062_S19_20241213_193000_15_20.ogg,1
BC2026_Train_0062_S19_20241213_193000.ogg,20,25,22967;22973;47158son01;47158son11;47158son24;517063,original,data/train_soundscapes_upsampled/BC2026_Train_0062_S19_20241213_193000_20_25.ogg,1
BC2026_Train_0062_S19_20241213_193000.ogg,25,30,22967;22973;47158son01;47158son03;47158son11;47158son24,original,data/train_soundscapes_upsampled/BC2026_Train_0062_S19_20241213_193000_25_30.ogg,1
BC2026_Train_0062_S19_20241213_193000.ogg,30,35,22967;22973;47158son01;47158son03;47158son09;47158son11;47158son12;47158son24;517063,original,data/train_soundscapes_upsampled/BC2026_Train_0062_S19_20241213_193000_30_35.ogg,1
BC2026_Train_0062_S19_20241213_193000.ogg,35,40,22967;22973;47158son01;47158son03;47158son09;47158son11;47158son24;517063,original,data/train_soundscapes_upsampled/BC2026_Train_0062_S19_20241213_193000_35_40.ogg,1
BC2026_Train_0062_S19_20241213_193000.ogg,40,45,22967;22973;47158son01;47158son03;47158son09;47158son11;47158son24;517063,original,data/train_soundscapes_upsampled/BC2026_Train_0062_S19_20241213_193000_40_45.ogg,1
BC2026_Train_0062_S19_20241213_193000.ogg,45,50,22967;47158son01;47158son03;47158son09;47158son11;47158son12;47158son24,original,data/train_soundscapes_upsampled/BC2026_Train_0062_S19_20241213_193000_45_50.ogg,1
BC2026_Train_0062_S19_20241213_193000.ogg,50,55,22967;22973;47158son01;47158son03;47158son09;47158son11;47158son24,original,data/train_soundscapes_upsampled/BC2026_Train_0062_S19_20241213_193000_50_55.ogg,1
BC2026_Train_0062_S19_20241213_193000.ogg,55,60,22967;22973;47158son04;47158son09;47158son11;47158son24,original,data/train_soundscapes_upsampled/BC2026_Train_0062_S19_20241213_193000_55_60.ogg,1
BC2026_Train_0020_S22_20211104_231500.ogg,0,5,22973;65380;trsowl;undtin1,original,data/train_soundscapes_upsampled/BC2026_Train_0020_S22_20211104_231500_0_5.ogg,1
BC2026_Train_0020_S22_20211104_231500.ogg,5,10,22973;517063;65380;undtin1,original,data/train_soundscapes_upsampled/BC2026_Train_0020_S22_20211104_231500_5_10.ogg,1
BC2026_Train_0020_S22_20211104_231500.ogg,10,15,517063;65380;trsowl;undtin1,original,data/train_soundscapes_upsampled/BC2026_Train_0020_S22_20211104_231500_10_15.ogg,1
BC2026_Train_0020_S22_20211104_231500.ogg,15,20,517063;65380,original,data/train_soundscapes_upsampled/BC2026_Train_0020_S22_20211104_231500_15_20.ogg,1
BC2026_Train_0020_S22_20211104_231500.ogg,20,25,517063;65380;trsowl,original,data/train_soundscapes_upsampled/BC2026_Train_0020_S22_20211104_231500_20_25.ogg,1
BC2026_Train_0020_S22_20211104_231500.ogg,25,30,22973;517063;trsowl;undtin1,original,data/train_soundscapes_upsampled/BC2026_Train_0020_S22_20211104_231500_25_30.ogg,1
BC2026_Train_0020_S22_20211104_231500.ogg,30,35,22973;517063,original,data/train_soundscapes_upsampled/BC2026_Train_0020_S22_20211104_231500_30_35.ogg,1
BC2026_Train_0020_S22_20211104_231500.ogg,35,40,65380;trsowl,original,data/train_soundscapes_upsampled/BC2026_Train_0020_S22_20211104_231500_35_40.ogg,1
BC2026_Train_0020_S22_20211104_231500.ogg,40,45,22973;65380;compau,original,data/train_soundscapes_upsampled/BC2026_Train_0020_S22_20211104_231500_40_45.ogg,1
BC2026_Train_0020_S22_20211104_231500.ogg,45,50,22973;65380;compau;undtin1,original,data/train_soundscapes_upsampled/BC2026_Train_0020_S22_20211104_231500_45_50.ogg,1
BC2026_Train_0020_S22_20211104_231500.ogg,50,55,22973;517063;65380;compau;trsowl,original,data/train_soundscapes_upsampled/BC2026_Train_0020_S22_20211104_231500_50_55.ogg,1
BC2026_Train_0020_S22_20211104_231500.ogg,55,60,22973;517063;65380;compau,original,data/train_soundscapes_upsampled/BC2026_Train_0020_S22_20211104_231500_55_60.ogg,1
BC2026_Train_0012_S03_20220211_233000.ogg,0,5,517063,original,data/train_soundscapes_upsampled/BC2026_Train_0012_S03_20220211_233000_0_5.ogg,0
BC2026_Train_0012_S03_20220211_233000.ogg,5,10,1491113,original,data/train_soundscapes_upsampled/BC2026_Train_0012_S03_20220211_233000_5_10.ogg,0
BC2026_Train_0012_S03_20220211_233000.ogg,10,15,1491113;517063,original,data/train_soundscapes_upsampled/BC2026_Train_0012_S03_20220211_233000_10_15.ogg,0
BC2026_Train_0012_S03_20220211_233000.ogg,15,20,517063,original,data/train_soundscapes_upsampled/BC2026_Train_0012_S03_20220211_233000_15_20.ogg,0
BC2026_Train_0012_S03_20220211_233000.ogg,20,25,517063,original,data/train_soundscapes_upsampled/BC2026_Train_0012_S03_20220211_233000_20_25.ogg,0
BC2026_Train_0012_S03_20220211_233000.ogg,25,30,517063,original,data/train_soundscapes_upsampled/BC2026_Train_0012_S03_20220211_233000_25_30.ogg,0
BC2026_Train_0012_S03_20220211_233000.ogg,30,35,517063,original,data/train_soundscapes_upsampled/BC2026_Train_0012_S03_20220211_233000_30_35.ogg,0
BC2026_Train_0012_S03_20220211_233000.ogg,35,40,517063,original,data/train_soundscapes_upsampled/BC2026_Train_0012_S03_20220211_233000_35_40.ogg,0
BC2026_Train_0012_S03_20220211_233000.ogg,40,45,517063,original,data/train_soundscapes_upsampled/BC2026_Train_0012_S03_20220211_233000_40_45.ogg,0
BC2026_Train_0012_S03_20220211_233000.ogg,45,50,517063,original,data/train_soundscapes_upsampled/BC2026_Train_0012_S03_20220211_233000_45_50.ogg,0
BC2026_Train_0012_S03_20220211_233000.ogg,50,55,517063,original,data/train_soundscapes_upsampled/BC2026_Train_0012_S03_20220211_233000_50_55.ogg,0
BC2026_Train_0012_S03_20220211_233000.ogg,55,60,517063,original,data/train_soundscapes_upsampled/BC2026_Train_0012_S03_20220211_233000_55_60.ogg,0
BC2026_Train_0064_S23_20241124_032002.ogg,0,5,47158son04;47158son10;47158son25,original,data/train_soundscapes_upsampled/BC2026_Train_0064_S23_20241124_032002_0_5.ogg,2
BC2026_Train_0064_S23_20241124_032002.ogg,5,10,47158son04;47158son10;47158son25;bafcur1,original,data/train_soundscapes_upsampled/BC2026_Train_0064_S23_20241124_032002_5_10.ogg,2
BC2026_Train_0064_S23_20241124_032002.ogg,10,15,47158son04;47158son10;47158son25;bafcur1,original,data/train_soundscapes_upsampled/BC2026_Train_0064_S23_20241124_032002_10_15.ogg,2
BC2026_Train_0064_S23_20241124_032002.ogg,15,20,47158son04;47158son10;47158son25;bafcur1,original,data/train_soundscapes_upsampled/BC2026_Train_0064_S23_20241124_032002_15_20.ogg,2
BC2026_Train_0064_S23_20241124_032002.ogg,20,25,47158son04;47158son10;47158son25;bafcur1,original,data/train_soundscapes_upsampled/BC2026_Train_0064_S23_20241124_032002_20_25.ogg,2
BC2026_Train_0064_S23_20241124_032002.ogg,25,30,47158son04;47158son10;47158son25;bafcur1,original,data/train_soundscapes_upsampled/BC2026_Train_0064_S23_20241124_032002_25_30.ogg,2
BC2026_Train_0064_S23_20241124_032002.ogg,30,35,116570;47158son04;47158son06;47158son10;47158son25;bafcur1,original,data/train_soundscapes_upsampled/BC2026_Train_0064_S23_20241124_032002_30_35.ogg,2
BC2026_Train_0064_S23_20241124_032002.ogg,35,40,47158son04;47158son06;47158son10;47158son25;bafcur1,original,data/train_soundscapes_upsampled/BC2026_Train_0064_S23_20241124_032002_35_40.ogg,2
BC2026_Train_0064_S23_20241124_032002.ogg,40,45,47158son04;47158son06;47158son10;47158son25,original,data/train_soundscapes_upsampled/BC2026_Train_0064_S23_20241124_032002_40_45.ogg,2
BC2026_Train_0064_S23_20241124_032002.ogg,45,50,47158son04;47158son06;47158son10;47158son25;bafcur1,original,data/train_soundscapes_upsampled/BC2026_Train_0064_S23_20241124_032002_45_50.ogg,2
BC2026_Train_0064_S23_20241124_032002.ogg,50,55,47158son04;47158son06;47158son10;47158son25;bafcur1,original,data/train_soundscapes_upsampled/BC2026_Train_0064_S23_20241124_032002_50_55.ogg,2
BC2026_Train_0064_S23_20241124_032002.ogg,55,60,47158son04;47158son06;47158son10;47158son25;wfwduc1,original,data/train_soundscapes_upsampled/BC2026_Train_0064_S23_20241124_032002_55_60.ogg,2
BC2026_Train_0016_S18_20220204_221500.ogg,0,5,24279,original,data/train_soundscapes_upsampled/BC2026_Train_0016_S18_20220204_221500_0_5.ogg,1
BC2026_Train_0016_S18_20220204_221500.ogg,5,10,22967;24279;517063,original,data/train_soundscapes_upsampled/BC2026_Train_0016_S18_20220204_221500_5_10.ogg,1
BC2026_Train_0016_S18_20220204_221500.ogg,10,15,22967;517063,original,data/train_soundscapes_upsampled/BC2026_Train_0016_S18_20220204_221500_10_15.ogg,1
BC2026_Train_0016_S18_20220204_221500.ogg,15,20,22967;517063,original,data/train_soundscapes_upsampled/BC2026_Train_0016_S18_20220204_221500_15_20.ogg,1
BC2026_Train_0016_S18_20220204_221500.ogg,20,25,22967,original,data/train_soundscapes_upsampled/BC2026_Train_0016_S18_20220204_221500_20_25.ogg,1
BC2026_Train_0016_S18_20220204_221500.ogg,25,30,22967,original,data/train_soundscapes_upsampled/BC2026_Train_0016_S18_20220204_221500_25_30.ogg,1
BC2026_Train_0016_S18_20220204_221500.ogg,30,35,22967,original,data/train_soundscapes_upsampled/BC2026_Train_0016_S18_20220204_221500_30_35.ogg,1
BC2026_Train_0016_S18_20220204_221500.ogg,35,40,22967,original,data/train_soundscapes_upsampled/BC2026_Train_0016_S18_20220204_221500_35_40.ogg,1
BC2026_Train_0016_S18_20220204_221500.ogg,40,45,22967,original,data/train_soundscapes_upsampled/BC2026_Train_0016_S18_20220204_221500_40_45.ogg,1
BC2026_Train_0016_S18_20220204_221500.ogg,45,50,22967,original,data/train_soundscapes_upsampled/BC2026_Train_0016_S18_20220204_221500_45_50.ogg,1
BC2026_Train_0016_S18_20220204_221500.ogg,50,55,22967,original,data/train_soundscapes_upsampled/BC2026_Train_0016_S18_20220204_221500_50_55.ogg,1
BC2026_Train_0016_S18_20220204_221500.ogg,55,60,22967,original,data/train_soundscapes_upsampled/BC2026_Train_0016_S18_20220204_221500_55_60.ogg,1
BC2026_Train_0002_S08_20250607_030007.ogg,0,5,47158son01;47158son13;47158son22;47158son23;47158son25,original,data/train_soundscapes_upsampled/BC2026_Train_0002_S08_20250607_030007_0_5.ogg,0
BC2026_Train_0002_S08_20250607_030007.ogg,5,10,47158son01;47158son13;47158son21;47158son22;47158son23;47158son25,original,data/train_soundscapes_upsampled/BC2026_Train_0002_S08_20250607_030007_5_10.ogg,0
BC2026_Train_0002_S08_20250607_030007.ogg,10,15,47158son01;47158son13;47158son21;47158son22;47158son23;47158son25,original,data/train_soundscapes_upsampled/BC2026_Train_0002_S08_20250607_030007_10_15.ogg,0
BC2026_Train_0002_S08_20250607_030007.ogg,15,20,47158son01;47158son13;47158son21;47158son22;47158son23;47158son25,original,data/train_soundscapes_upsampled/BC2026_Train_0002_S08_20250607_030007_15_20.ogg,0
BC2026_Train_0002_S08_20250607_030007.ogg,20,25,47158son01;47158son13;47158son21;47158son22;47158son23;47158son25,original,data/train_soundscapes_upsampled/BC2026_Train_0002_S08_20250607_030007_20_25.ogg,0
BC2026_Train_0002_S08_20250607_030007.ogg,25,30,47158son01;47158son13;47158son21;47158son22;47158son23;47158son25,original,data/train_soundscapes_upsampled/BC2026_Train_0002_S08_20250607_030007_25_30.ogg,0
BC2026_Train_0002_S08_20250607_030007.ogg,30,35,47158son01;47158son13;47158son21;47158son22;47158son23;47158son25,original,data/train_soundscapes_upsampled/BC2026_Train_0002_S08_20250607_030007_30_35.ogg,0
BC2026_Train_0002_S08_20250607_030007.ogg,35,40,47158son01;47158son13;47158son21;47158son22;47158son23;47158son25,original,data/train_soundscapes_upsampled/BC2026_Train_0002_S08_20250607_030007_35_40.ogg,0
BC2026_Train_0002_S08_20250607_030007.ogg,40,45,116570;47158son01;47158son13;47158son21;47158son22;47158son23;47158son25,original,data/train_soundscapes_upsampled/BC2026_Train_0002_S08_20250607_030007_40_45.ogg,0
BC2026_Train_0002_S08_20250607_030007.ogg,45,50,47158son01;47158son13;47158son21;47158son22;47158son23;47158son25,original,data/train_soundscapes_upsampled/BC2026_Train_0002_S08_20250607_030007_45_50.ogg,0
BC2026_Train_0002_S08_20250607_030007.ogg,50,55,47158son01;47158son13;47158son21;47158son22;47158son23;47158son25,original,data/train_soundscapes_upsampled/BC2026_Train_0002_S08_20250607_030007_50_55.ogg,0
BC2026_Train_0002_S08_20250607_030007.ogg,55,60,47158son01;47158son13;47158son21;47158son22;47158son23;47158son25,original,data/train_soundscapes_upsampled/BC2026_Train_0002_S08_20250607_030007_55_60.ogg,0
BC2026_Train_0032_S22_20211215_221500.ogg,0,5,23158;24279;24321;555146;65380,original,data/train_soundscapes_upsampled/BC2026_Train_0032_S22_20211215_221500_0_5.ogg,0
BC2026_Train_0032_S22_20211215_221500.ogg,5,10,23158;24279;24321;555146;65380,original,data/train_soundscapes_upsampled/BC2026_Train_0032_S22_20211215_221500_5_10.ogg,0
BC2026_Train_0032_S22_20211215_221500.ogg,10,15,23158;24279;24321;555146;65380,original,data/train_soundscapes_upsampled/BC2026_Train_0032_S22_20211215_221500_10_15.ogg,0
BC2026_Train_0032_S22_20211215_221500.ogg,15,20,23158;24279;24321;555146;65380,original,data/train_soundscapes_upsampled/BC2026_Train_0032_S22_20211215_221500_15_20.ogg,0
BC2026_Train_0032_S22_20211215_221500.ogg,20,25,23158;24279;24321;555146;65380,original,data/train_soundscapes_upsampled/BC2026_Train_0032_S22_20211215_221500_20_25.ogg,0
BC2026_Train_0032_S22_20211215_221500.ogg,25,30,23158;24279;24321;25092;555146;65380,original,data/train_soundscapes_upsampled/BC2026_Train_0032_S22_20211215_221500_25_30.ogg,0
BC2026_Train_0032_S22_20211215_221500.ogg,30,35,23158;24279;24321;555146;65380,original,data/train_soundscapes_upsampled/BC2026_Train_0032_S22_20211215_221500_30_35.ogg,0
BC2026_Train_0032_S22_20211215_221500.ogg,35,40,23158;24279;24321;555146;65380,original,data/train_soundscapes_upsampled/BC2026_Train_0032_S22_20211215_221500_35_40.ogg,0
BC2026_Train_0032_S22_20211215_221500.ogg,40,45,23158;24279;24321;555146;65380,original,data/train_soundscapes_upsampled/BC2026_Train_0032_S22_20211215_221500_40_45.ogg,0
BC2026_Train_0032_S22_20211215_221500.ogg,45,50,23158;24279;24321;555146;65380,original,data/train_soundscapes_upsampled/BC2026_Train_0032_S22_20211215_221500_45_50.ogg,0
BC2026_Train_0032_S22_20211215_221500.ogg,50,55,23158;24279;24321;555146;65380,original,data/train_soundscapes_upsampled/BC2026_Train_0032_S22_20211215_221500_50_55.ogg,0
BC2026_Train_0032_S22_20211215_221500.ogg,55,60,23158;24279;24321;25092;555146;65380,original,data/train_soundscapes_upsampled/BC2026_Train_0032_S22_20211215_221500_55_60.ogg,0
BC2026_Train_0023_S22_20211121_230000.ogg,0,5,1491113;22967;22973;compau;undtin1,original,data/train_soundscapes_upsampled/BC2026_Train_0023_S22_20211121_230000_0_5.ogg,0
BC2026_Train_0023_S22_20211121_230000.ogg,5,10,1491113;22967;22973;compau,original,data/train_soundscapes_upsampled/BC2026_Train_0023_S22_20211121_230000_5_10.ogg,0
BC2026_Train_0023_S22_20211121_230000.ogg,10,15,1491113;22967;22973;undtin1,original,data/train_soundscapes_upsampled/BC2026_Train_0023_S22_20211121_230000_10_15.ogg,0
BC2026_Train_0023_S22_20211121_230000.ogg,15,20,1491113;22967;22973;517063;compau,original,data/train_soundscapes_upsampled/BC2026_Train_0023_S22_20211121_230000_15_20.ogg,0
BC2026_Train_0023_S22_20211121_230000.ogg,20,25,1491113;22967;22973;555146;compau;undtin1,original,data/train_soundscapes_upsampled/BC2026_Train_0023_S22_20211121_230000_20_25.ogg,0
BC2026_Train_0023_S22_20211121_230000.ogg,25,30,1491113;22967;22973;517063;65380;compau,original,data/train_soundscapes_upsampled/BC2026_Train_0023_S22_20211121_230000_25_30.ogg,0
BC2026_Train_0023_S22_20211121_230000.ogg,30,35,1491113;22967;22973;65380;compau,original,data/train_soundscapes_upsampled/BC2026_Train_0023_S22_20211121_230000_30_35.ogg,0
BC2026_Train_0023_S22_20211121_230000.ogg,35,40,1491113;22967;22973;65380;compau,original,data/train_soundscapes_upsampled/BC2026_Train_0023_S22_20211121_230000_35_40.ogg,0
BC2026_Train_0023_S22_20211121_230000.ogg,40,45,1491113;22967;22973;65380;compau;undtin1,original,data/train_soundscapes_upsampled/BC2026_Train_0023_S22_20211121_230000_40_45.ogg,0
BC2026_Train_0023_S22_20211121_230000.ogg,45,50,1491113;22967;22973;65380;compau,original,data/train_soundscapes_upsampled/BC2026_Train_0023_S22_20211121_230000_45_50.ogg,0
BC2026_Train_0023_S22_20211121_230000.ogg,50,55,1491113;22967;22973;65380;compau,original,data/train_soundscapes_upsampled/BC2026_Train_0023_S22_20211121_230000_50_55.ogg,0
BC2026_Train_0023_S22_20211121_230000.ogg,55,60,1491113;22967;22973;65380,original,data/train_soundscapes_upsampled/BC2026_Train_0023_S22_20211121_230000_55_60.ogg,0
BC2026_Train_0063_S19_20241214_190000.ogg,0,5,22973;25073;326272;47158son04;47158son11;47158son13;47158son24;67107,original,data/train_soundscapes_upsampled/BC2026_Train_0063_S19_20241214_190000_0_5.ogg,0
BC2026_Train_0063_S19_20241214_190000.ogg,5,10,22973;25073;326272;47158son11;47158son13;47158son24;67107,original,data/train_soundscapes_upsampled/BC2026_Train_0063_S19_20241214_190000_5_10.ogg,0
BC2026_Train_0063_S19_20241214_190000.ogg,10,15,22973;24321;25073;326272;47158son11;47158son13;47158son24;67107,original,data/train_soundscapes_upsampled/BC2026_Train_0063_S19_20241214_190000_10_15.ogg,0
BC2026_Train_0063_S19_20241214_190000.ogg,15,20,22973;25073;326272;47158son11;47158son13;47158son24,original,data/train_soundscapes_upsampled/BC2026_Train_0063_S19_20241214_190000_15_20.ogg,0
BC2026_Train_0063_S19_20241214_190000.ogg,20,25,22973;25073;326272;47158son11;47158son13;47158son24,original,data/train_soundscapes_upsampled/BC2026_Train_0063_S19_20241214_190000_20_25.ogg,0
BC2026_Train_0063_S19_20241214_190000.ogg,25,30,22973;24321;25073;326272;47158son04;47158son11;47158son13;47158son24,original,data/train_soundscapes_upsampled/BC2026_Train_0063_S19_20241214_190000_25_30.ogg,0
BC2026_Train_0063_S19_20241214_190000.ogg,30,35,22973;24321;25073;326272;47158son04;47158son11;47158son13;47158son24;67107,original,data/train_soundscapes_upsampled/BC2026_Train_0063_S19_20241214_190000_30_35.ogg,0
BC2026_Train_0063_S19_20241214_190000.ogg,35,40,22973;25073;326272;47158son11;47158son13;47158son24;67107;compau,original,data/train_soundscapes_upsampled/BC2026_Train_0063_S19_20241214_190000_35_40.ogg,0
BC2026_Train_0063_S19_20241214_190000.ogg,40,45,22973;25073;326272;47158son05;47158son11;47158son13;47158son24;67107,original,data/train_soundscapes_upsampled/BC2026_Train_0063_S19_20241214_190000_40_45.ogg,0
BC2026_Train_0063_S19_20241214_190000.ogg,45,50,22973;24321;25073;326272;47158son04;47158son05;47158son11;47158son13;47158son24;67107,original,data/train_soundscapes_upsampled/BC2026_Train_0063_S19_20241214_190000_45_50.ogg,0
BC2026_Train_0063_S19_20241214_190000.ogg,50,55,22973;24321;25073;326272;47158son11;47158son13;47158son24;67107,original,data/train_soundscapes_upsampled/BC2026_Train_0063_S19_20241214_190000_50_55.ogg,0
BC2026_Train_0063_S19_20241214_190000.ogg,55,60,22973;25073;326272;47158son11;47158son13;47158son24;67107,original,data/train_soundscapes_upsampled/BC2026_Train_0063_S19_20241214_190000_55_60.ogg,0
BC2026_Train_0041_S22_20220105_223000.ogg,0,5,23158;24279;24321;517063;555146;65380;66971,original,data/train_soundscapes_upsampled/BC2026_Train_0041_S22_20220105_223000_0_5.ogg,1
BC2026_Train_0041_S22_20220105_223000.ogg,5,10,23158;24279;24321;517063;555146;65380,original,data/train_soundscapes_upsampled/BC2026_Train_0041_S22_20220105_223000_5_10.ogg,1
BC2026_Train_0041_S22_20220105_223000.ogg,10,15,23158;24279;24321;517063;555146;65380;66971,original,data/train_soundscapes_upsampled/BC2026_Train_0041_S22_20220105_223000_10_15.ogg,1
BC2026_Train_0041_S22_20220105_223000.ogg,15,20,23158;24279;24321;517063;555146;65380;66971,original,data/train_soundscapes_upsampled/BC2026_Train_0041_S22_20220105_223000_15_20.ogg,1
